------------ Data File Created By ActiGraph GT3X+ ActiLife v6.11.5 Firmware v4.4.0 date format M/d/yyyy at 30 Hz  Filter Normal -----------
Serial Number: MAT2C47090050
Start Time 11:08:00
Start Date 12/17/2014
Epoch Period (hh:mm:ss) 00:00:00
Download Time 11:08:59
Download Date 12/17/2014
Current Memory Address: 0
Current Battery Voltage: 4.19     Mode = 12
--------------------------------------------------
Timestamp,Accelerometer X,Accelerometer Y,Accelerometer Z
12/17/2014 11:08:12.171,0.795,-0.081,-0.121
12/17/2014 11:08:12.204,0.628,0.846,0.788
12/17/2014 11:08:12.237,2.372,0.372,0
12/17/2014 11:08:12.270,3,0.457,0.004
12/17/2014 11:08:12.305,2.017,-0.209,-0.463
12/17/2014 11:08:12.338,1.41,0.132,0.632
12/17/2014 11:08:12.371,0.557,0.124,0.576
12/17/2014 11:08:12.404,-0.385,-0.004,0.268
12/17/2014 11:08:12.437,-0.201,0.051,0.074
12/17/2014 11:08:12.470,-0.456,0.124,0.143
12/17/2014 11:08:12.505,-0.021,0.111,0.268
12/17/2014 11:08:12.538,0.636,1.201,1.39
12/17/2014 11:08:12.571,3,1.774,0.619
12/17/2014 11:08:12.605,3,0.094,0.576
12/17/2014 11:08:12.638,2.113,-0.59,0.022
12/17/2014 11:08:12.671,0.996,0.338,-0.13
12/17/2014 11:08:12.704,-0.598,0.526,0.758
12/17/2014 11:08:12.737,-0.803,0.547,-0.567
12/17/2014 11:08:12.770,0.561,-0.192,-0.242
12/17/2014 11:08:12.805,-0.305,-0.269,0.247
12/17/2014 11:08:12.838,1.096,-0.299,-0.805
12/17/2014 11:08:12.871,1.774,1.133,-0.121
12/17/2014 11:08:12.904,2.502,-0.051,0.065
12/17/2014 11:08:12.937,2.95,0.269,0.087
12/17/2014 11:08:12.970,2.569,0.316,-0.524
12/17/2014 11:08:13.005,0.749,0.547,-0.424
12/17/2014 11:08:13.038,0.142,0.329,0.801
12/17/2014 11:08:13.071,-0.192,0.209,0.459
12/17/2014 11:08:13.105,-0.134,0.132,0.117
12/17/2014 11:08:13.138,-0.427,0.124,0.16
12/17/2014 11:08:13.171,-0.063,-0.107,0.459
12/17/2014 11:08:13.204,1.414,1.252,0.385
12/17/2014 11:08:13.237,3,1.492,0.606
12/17/2014 11:08:13.270,2.891,-0.321,0.117
12/17/2014 11:08:13.305,1.318,-0.628,0.095
12/17/2014 11:08:13.338,0.557,0.658,-0.463
12/17/2014 11:08:13.371,-0.569,0.816,0.074
12/17/2014 11:08:13.404,-0.678,0.209,0.052
12/17/2014 11:08:13.437,0.251,0.009,-0.312
12/17/2014 11:08:13.470,-0.381,0.081,0.212
12/17/2014 11:08:13.505,0.858,-0.35,-0.307
12/17/2014 11:08:13.538,1.941,0.996,-0.511
12/17/2014 11:08:13.571,2.87,-0.227,-0.082
12/17/2014 11:08:13.605,3,0.111,0.009
12/17/2014 11:08:13.638,2.9,-0.209,-0.121
12/17/2014 11:08:13.671,0.992,0.637,0.117
12/17/2014 11:08:13.704,-0.259,-0.004,0.52
12/17/2014 11:08:13.737,-0.163,0.073,0.225
12/17/2014 11:08:13.770,-0.259,0.274,0.186
12/17/2014 11:08:13.805,-0.356,0.312,0.307
12/17/2014 11:08:13.838,0.096,0.107,0.156
12/17/2014 11:08:13.871,1.59,1.611,0.619
12/17/2014 11:08:13.904,3,0.628,0.273
12/17/2014 11:08:13.937,2.891,-0.517,0.177
12/17/2014 11:08:13.970,1.105,-0.902,0.13
12/17/2014 11:08:14.005,-0.23,0.688,0.554
12/17/2014 11:08:14.038,-0.448,0.966,-0.385
12/17/2014 11:08:14.071,-0.41,0.274,0.117
12/17/2014 11:08:14.105,0.025,-0.034,-0.091
12/17/2014 11:08:14.138,-0.485,-0.188,0.238
12/17/2014 11:08:14.171,0.427,0.517,1.1
12/17/2014 11:08:14.204,1.649,0.598,-0.325
12/17/2014 11:08:14.237,2.368,-0.201,-0.507
12/17/2014 11:08:14.270,3,1.133,-1.346
12/17/2014 11:08:14.305,0.904,0.611,-1.139
12/17/2014 11:08:14.338,0.766,0.397,0.468
12/17/2014 11:08:14.371,-0.502,-0.043,0.286
12/17/2014 11:08:14.404,-0.172,-0.034,0.017
12/17/2014 11:08:14.437,-0.172,-0.103,0.126
12/17/2014 11:08:14.470,0.134,0.645,0.52
12/17/2014 11:08:14.505,0.251,1.167,1.212
12/17/2014 11:08:14.538,3,1.158,0.186
12/17/2014 11:08:14.571,3,0.137,0.658
12/17/2014 11:08:14.605,2.046,-0.786,0.022
12/17/2014 11:08:14.638,1.113,-0.145,-0.026
12/17/2014 11:08:14.671,-0.201,0.778,0.216
12/17/2014 11:08:14.704,-1.444,0.359,-0.411
12/17/2014 11:08:14.737,-0.084,-0.013,0
12/17/2014 11:08:14.770,0.176,0.415,0.268
12/17/2014 11:08:14.805,0.188,-0.043,-0.433
12/17/2014 11:08:14.838,-0.699,0.359,2.082
12/17/2014 11:08:14.871,1.862,0.269,-1.126
12/17/2014 11:08:14.904,3,0.137,-0.346
12/17/2014 11:08:14.937,2.498,0.59,-0.701
12/17/2014 11:08:14.970,1.067,-0.026,1.039
12/17/2014 11:08:15.005,0.017,0.132,0.788
12/17/2014 11:08:15.038,-0.561,0.094,0.385
12/17/2014 11:08:15.071,0.096,0.222,0.017
12/17/2014 11:08:15.105,-0.259,0.073,0.165
12/17/2014 11:08:15.138,0.167,0.073,0.377
12/17/2014 11:08:15.171,0.87,1.492,1.139
12/17/2014 11:08:15.204,3,1.927,1.152
12/17/2014 11:08:15.237,2.95,-0.487,0.225
12/17/2014 11:08:15.270,1.473,-0.979,0.186
12/17/2014 11:08:15.305,-0.038,0.269,0.628
12/17/2014 11:08:15.338,-0.234,0.795,-0.481
